year,name,id,indicator,percentage
1950,Malaysia,MYS,gap_female-male_secondary-incomplete,2.6500000000000057
1950,Malaysia,MYS,no_education,66.8
1950,Malaysia,MYS,secondary_incomplete,98.03
1950,Maldives,MDV,gap_female-male_no-education,5.609999999999999
1950,Maldives,MDV,gap_female-male_secondary-incomplete,5.22999999999999
1950,Maldives,MDV,no_education,58.63
1950,Maldives,MDV,secondary_incomplete,80.63
1950,Mali,MLI,gap_female-male_no-education,3.1899999999999977
1950,Mali,MLI,gap_female-male_secondary-incomplete,0.0799999999999983
1950,Mali,MLI,no_education,97.97
1950,Mali,MLI,secondary_incomplete,99.94
1950,Malta,MLT,gap_female-male_no-education,6.189999999999998
1950,Malta,MLT,gap_female-male_secondary-incomplete,3.3900000000000006
1950,Malta,MLT,no_education,53.3
1950,Malta,MLT,secondary_incomplete,96.0
1950,Mauritania,MRT,gap_female-male_no-education,11.379999999999995
1950,Mauritania,MRT,gap_female-male_secondary-incomplete,0.12999999999999545
1950,Mauritania,MRT,no_education,71.13
1950,Mauritania,MRT,secondary_incomplete,99.9
1950,Mauritius,MUS,gap_female-male_no-education,25.769999999999996
1950,Mauritius,MUS,gap_female-male_secondary-incomplete,0.7900000000000063
1950,Mauritius,MUS,no_education,51.7
1950,Mauritius,MUS,secondary_incomplete,95.35
1950,Mexico,MEX,gap_female-male_no-education,10.799999999999997
1950,Mexico,MEX,gap_female-male_secondary-incomplete,0.19999999999998863
1950,Mexico,MEX,no_education,46.07
1950,Mexico,MEX,secondary_incomplete,98.54
1950,Mongolia,MNG,gap_female-male_no-education,0.4000000000000057
1950,Mongolia,MNG,gap_female-male_secondary-incomplete,1.289999999999992
1950,Mongolia,MNG,no_education,87.42
1950,Mongolia,MNG,secondary_incomplete,98.53
1950,Morocco,MAR,gap_female-male_no-education,2.3200000000000074
1950,Morocco,MAR,gap_female-male_secondary-incomplete,0.45999999999999375
1950,Morocco,MAR,no_education,96.78
1950,Morocco,MAR,secondary_incomplete,99.3
1950,Mozambique,MOZ,gap_female-male_no-education,0.3400000000000034
1950,Mozambique,MOZ,gap_female-male_secondary-incomplete,0.0
1950,Mozambique,MOZ,no_education,94.24
1950,Mozambique,MOZ,secondary_incomplete,99.97
1950,Myanmar,MMR,gap_female-male_no-education,9.25
1950,Myanmar,MMR,gap_female-male_secondary-incomplete,3.1899999999999977
1950,Myanmar,MMR,no_education,78.72
1950,Myanmar,MMR,secondary_incomplete,97.56
1950,Namibia,NAM,gap_female-male_no-education,14.480000000000004
1950,Namibia,NAM,gap_female-male_secondary-incomplete,1.0700000000000074
1950,Namibia,NAM,no_education,62.6
1950,Namibia,NAM,secondary_incomplete,93.72
1950,Nepal,NPL,gap_female-male_no-education,1.3100000000000023
1950,Nepal,NPL,gap_female-male_secondary-incomplete,0.28999999999999204
1950,Nepal,NPL,no_education,99.29
1950,Nepal,NPL,secondary_incomplete,99.85
1950,Netherlands,NLD,gap_female-male_no-education,-0.5499999999999998
1950,Netherlands,NLD,gap_female-male_secondary-incomplete,1.3400000000000034
1950,Netherlands,NLD,no_education,2.81
1950,Netherlands,NLD,secondary_incomplete,97.55
1950,New Zealand,NZL,gap_female-male_no-education,-0.1399999999999999
1950,New Zealand,NZL,gap_female-male_secondary-incomplete,-1.6000000000000085
1950,New Zealand,NZL,no_education,1.41
1950,New Zealand,NZL,secondary_incomplete,72.95
1950,Nicaragua,NIC,gap_female-male_no-education,1.5499999999999972
1950,Nicaragua,NIC,gap_female-male_secondary-incomplete,0.6099999999999994
1950,Nicaragua,NIC,no_education,64.2
1950,Nicaragua,NIC,secondary_incomplete,98.56
1950,Niger,NER,gap_female-male_no-education,12.760000000000005
1950,Niger,NER,gap_female-male_secondary-incomplete,0.04999999999999716
1950,Niger,NER,no_education,92.74
1950,Niger,NER,secondary_incomplete,99.95
1950,Norway,NOR,gap_female-male_no-education,-0.05999999999999983
1950,Norway,NOR,gap_female-male_secondary-incomplete,0.6800000000000068
1950,Norway,NOR,no_education,1.65
1950,Norway,NOR,secondary_incomplete,95.7
1950,Pakistan,PAK,gap_female-male_no-education,14.36
1950,Pakistan,PAK,gap_female-male_secondary-incomplete,1.3299999999999983
1950,Pakistan,PAK,no_education,86.94
1950,Pakistan,PAK,secondary_incomplete,97.76
1950,Panama,PAN,gap_female-male_no-education,1.6299999999999955
1950,Panama,PAN,gap_female-male_secondary-incomplete,-0.23999999999999488
1950,Panama,PAN,no_education,36.5
1950,Panama,PAN,secondary_incomplete,96.75
1950,Papua New Guinea,PNG,gap_female-male_no-education,3.1299999999999955
1950,Papua New Guinea,PNG,gap_female-male_secondary-incomplete,0.20000000000000284
1950,Papua New Guinea,PNG,no_education,94.49
1950,Papua New Guinea,PNG,secondary_incomplete,99.85
1950,Paraguay,PRY,gap_female-male_no-education,27.73
1950,Paraguay,PRY,gap_female-male_secondary-incomplete,1.6700000000000017
1950,Paraguay,PRY,no_education,39.1
1950,Paraguay,PRY,secondary_incomplete,97.6
1950,Peru,PER,gap_female-male_no-education,28.509999999999998
1950,Peru,PER,gap_female-male_secondary-incomplete,1.25
1950,Peru,PER,no_education,49.05
1950,Peru,PER,secondary_incomplete,95.96
1950,Philippines,PHL,gap_female-male_no-education,9.240000000000002
1950,Philippines,PHL,gap_female-male_secondary-incomplete,3.0
1950,Philippines,PHL,no_education,55.5
1950,Philippines,PHL,secondary_incomplete,95.21
1950,Poland,POL,gap_female-male_no-education,6.9399999999999995
1950,Poland,POL,gap_female-male_secondary-incomplete,0.980000000000004
1950,Poland,POL,no_education,13.82
1950,Poland,POL,secondary_incomplete,92.7
1950,Portugal,PRT,gap_female-male_no-education,17.029999999999994
1950,Portugal,PRT,gap_female-male_secondary-incomplete,1.3999999999999915
1950,Portugal,PRT,no_education,51.85
1950,Portugal,PRT,secondary_incomplete,98.45
1950,Qatar,QAT,gap_female-male_no-education,8.439999999999998
1950,Qatar,QAT,gap_female-male_secondary-incomplete,2.9799999999999898
1950,Qatar,QAT,no_education,89.9
1950,Qatar,QAT,secondary_incomplete,96.61
1950,Republic of Korea,KOR,gap_female-male_no-education,28.900000000000002
1950,Republic of Korea,KOR,gap_female-male_secondary-incomplete,3.969999999999999
1950,Republic of Korea,KOR,no_education,33.93
1950,Republic of Korea,KOR,secondary_incomplete,96.97
1950,Republic of Moldova,ROM,gap_female-male_no-education,19.080000000000005
1950,Republic of Moldova,ROM,gap_female-male_secondary-incomplete,0.7800000000000011
1950,Republic of Moldova,ROM,no_education,57.32
1950,Republic of Moldova,ROM,secondary_incomplete,96.02
1950,Reunion,REU,gap_female-male_no-education,-2.1400000000000006
1950,Reunion,REU,gap_female-male_secondary-incomplete,0.4200000000000017
1950,Reunion,REU,no_education,51.26
1950,Reunion,REU,secondary_incomplete,98.16
1950,Romania,ROU,gap_female-male_no-education,14.979999999999999
1950,Romania,ROU,gap_female-male_secondary-incomplete,0.6200000000000045
1950,Romania,ROU,no_education,17.15
1950,Romania,ROU,secondary_incomplete,99.46
1950,Russian Federation,RUS,gap_female-male_no-education,18.11
1950,Russian Federation,RUS,gap_female-male_secondary-incomplete,9.799999999999997
1950,Russian Federation,RUS,no_education,25.05
1950,Russian Federation,RUS,secondary_incomplete,94.88
1950,Rwanda,RWA,gap_female-male_no-education,4.22999999999999
1950,Rwanda,RWA,gap_female-male_secondary-incomplete,0.07000000000000739
1950,Rwanda,RWA,no_education,96.06
1950,Rwanda,RWA,secondary_incomplete,99.87
1950,Saudi Arabia,SAU,gap_female-male_no-education,35.89
1950,Saudi Arabia,SAU,gap_female-male_secondary-incomplete,4.3799999999999955
1950,Saudi Arabia,SAU,no_education,67.26
1950,Saudi Arabia,SAU,secondary_incomplete,96.73
1950,Senegal,SEN,gap_female-male_no-education,21.96
1950,Senegal,SEN,gap_female-male_secondary-incomplete,0.10999999999999943
1950,Senegal,SEN,no_education,66.92
1950,Senegal,SEN,secondary_incomplete,99.84
1950,Serbia,SER,gap_female-male_no-education,21.810000000000002
1950,Serbia,SER,gap_female-male_secondary-incomplete,5.769999999999996
1950,Serbia,SER,no_education,40.68
1950,Serbia,SER,secondary_incomplete,97.11
1950,Sierra Leone,SLE,gap_female-male_no-education,1.7800000000000011
1950,Sierra Leone,SLE,gap_female-male_secondary-incomplete,0.4000000000000057
1950,Sierra Leone,SLE,no_education,95.15
1950,Sierra Leone,SLE,secondary_incomplete,99.33
1950,Singapore,SGP,gap_female-male_no-education,36.43999999999999
1950,Singapore,SGP,gap_female-male_secondary-incomplete,1.6899999999999977
1950,Singapore,SGP,no_education,67.88
1950,Singapore,SGP,secondary_incomplete,96.77
1950,Slovakia,SVK,gap_female-male_no-education,0.4600000000000001
1950,Slovakia,SVK,gap_female-male_secondary-incomplete,18.75
1950,Slovakia,SVK,no_education,0.9
1950,Slovakia,SVK,secondary_incomplete,91.96000000000001
1950,Slovenia,SVN,gap_female-male_no-education,14.100000000000001
1950,Slovenia,SVN,gap_female-male_secondary-incomplete,6.400000000000006
1950,Slovenia,SVN,no_education,28.93
1950,Slovenia,SVN,secondary_incomplete,93.07
1950,South Africa,ZAF,gap_female-male_no-education,3.5600000000000023
1950,South Africa,ZAF,gap_female-male_secondary-incomplete,0.7800000000000011
1950,South Africa,ZAF,no_education,54.81
1950,South Africa,ZAF,secondary_incomplete,94.94
1950,Spain,ESP,gap_female-male_no-education,12.119999999999997
1950,Spain,ESP,gap_female-male_secondary-incomplete,0.710000000000008
1950,Spain,ESP,no_education,54.74
1950,Spain,ESP,secondary_incomplete,99.26
1950,Sri Lanka,LKA,gap_female-male_no-education,32.13
1950,Sri Lanka,LKA,gap_female-male_secondary-incomplete,3.5799999999999983
1950,Sri Lanka,LKA,no_education,41.9
